,Name,Type,Rating,Delivery Time,Price
1128,Kimling,"Chinese, Thai, Pan-Asian, Seafood, Desserts",4.2,37 MINS,500 FOR TWO
1129,Rolls Mania,Fast Food,4.2,27 MINS,200 FOR TWO
1130,KFC,"Burgers, Biryani, American, Snacks, Fast Food",4.0,26 MINS,400 FOR TWO
1131,KOLHAPURI PAHUNCHAR,"Indian, Maharashtrian, North Indian, Thalis",3.8,23 MINS,200 FOR TWO
1132,Parshwa,"North Indian, Street Food, Desserts",3.6,20 MINS,250 FOR TWO
1133,MORYA PAVBHAJI.,"Indian, South Indian, Snacks",4.2,17 MINS,200 FOR TWO
1134,ROLL OVER BIRYANI,"Biryani, Beverages",3.7,29 MINS,300 FOR TWO
1135,Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",3.9,25 MINS,300 FOR TWO
1136,Street Foods By Punjab Grill,"North Indian, Indian, Biryani, Punjabi, Kebabs, Mughlai, Desserts",3.8,26 MINS,350 FOR TWO
1137,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",4.1,30 MINS,500 FOR TWO
1138,D.K. Bhel Panipuri Dabeli,"Chaat, Street Food, Snacks",4.0,16 MINS,150 FOR TWO
1139,Aroma's Hyderabad House,"Biryani, Mughlai, North Indian, Chinese",4.1,27 MINS,500 FOR TWO
1140,Little Italy,"Italian, Pizzas, Pastas, Salads, Desserts",4.0,30 MINS,1200 FOR TWO
1141,Wow! Chicken By Wow! Momo,"American, Snacks, Beverages, Continental",3.9,32 MINS,300 FOR TWO
1142,Sky Blue,"Chinese, North Indian, Kebabs, Biryani, Salads",--,39 MINS,400 FOR TWO
1143,Sbarro - New York Pizza,"Italian, Pizzas",3.7,23 MINS,500 FOR TWO
1144,Wow! China,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",3.3,28 MINS,300 FOR TWO
1145,DK BHEL,"Chaat, Snacks",4.1,19 MINS,250 FOR TWO
1146,Kavi Misal,Beverages,3.7,13 MINS,200 FOR TWO
1147,BOX8 - Desi Meals,"North Indian, Biryani, Thalis, Home Food",4.2,27 MINS,250 FOR TWO
1148,GAJAMUKHAM PURE VEG,"Indian, Chinese, Snacks, Beverages, Pizzas",4.2,34 MINS,200 FOR TWO
1149,MEAL O MINUTES,"North Indian, Tandoor, Biryani, Chinese",4.2,42 MINS,200 FOR TWO
1150,ZAZA 22 Spice Biryani,"Biryani, North Indian, Awadhi",--,26 MINS,250 FOR TWO
1151,House Of Burgers,Beverages,--,29 MINS,200 FOR TWO
1152,Dilli Da Dhaba,"North Indian, Tandoor, Biryani, Chinese",3.8,45 MINS,300 FOR TWO
1153,Itminaan Matka Biryani - Slow Cooked,"Biryani, North Indian, Mughlai",3.8,34 MINS,400 FOR TWO
1154,Hotel Yashraj Family Restaurant And Bar,"Chinese, North Indian, Tandoor, Biryani, Thalis",--,30 MINS,600 FOR TWO
1155,Griddled Deli,"American, Continental, Fast Food",4.1,47 MINS,250 FOR TWO
1156,Dwarka,Indian,--,26 MINS,350 FOR TWO
1157,Shivmanglya Pure Veg Restaurant,"Indian, North Indian, Snacks, Beverages",--,31 MINS,300 FOR TWO
1158,Oven Story Pizza,Pizzas,4.0,45 MINS,400 FOR TWO
1159,Mealful Rolls - India's Biggest Rolls,"Fast Food, Snacks, North Indian, Desserts",4.1,29 MINS,250 FOR TWO
1160,Hotel Ramdev,"Rajasthani, Snacks, Street Food",3.3,34 MINS,200 FOR TWO
1161,The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",4.1,40 MINS,250 FOR TWO
1162,Shree Veg Non Veg,"Indian, Chinese, Thalis, Tandoor",--,25 MINS,400 FOR TWO
1163,Nawabi Zaika,Street Food,3.8,20 MINS,550 FOR TWO
1164,Chinese Karkhana,"Chinese, Tibetan, Healthy Food, Pan-Asian",4.1,33 MINS,200 FOR TWO
1165,Shri Swami Samartha Pure Veg,"North Indian, Chinese, Biryani, Desserts",3.8,29 MINS,250 FOR TWO
1166,Brahma Garden,"North Indian, South Indian, Chinese, Juices, Biryani, Punjabi",4.3,26 MINS,350 FOR TWO
1167,Chow Chow Chinese,Chinese,3.8,29 MINS,200 FOR TWO
1168,Mamata dining hall,North Indian,4.3,20 MINS,300 FOR TWO
1169,Best Belgian waffle,"Desserts, Bakery, Beverages",4.2,30 MINS,250 FOR TWO
1170,Swarnaa Vegetarian,"North Indian, South Indian, Chinese, Continental, Punjabi",4.1,21 MINS,350 FOR TWO
1171,Aroma's Hyderabad House,"Biryani, Mughlai, North Indian, Chinese",4.2,24 MINS,500 FOR TWO
1172,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.2,23 MINS,200 FOR TWO
1173,Ratna Veg Cuisine,"North Indian, South Indian",4.2,21 MINS,400 FOR TWO
1174,New Kalyan Bhel,"Chaat, Fast Food, South Indian",4.4,26 MINS,100 FOR TWO
1175,Biryani King,"Chinese, North Indian",3.7,19 MINS,500 FOR TWO
1176,Cafe Durga,Indian,3.9,21 MINS,180 FOR TWO
1177,Domino's Pizza,Pizzas,4.3,30 MINS,400 FOR TWO
1178,Caramella's Cake Shop & Cafe,"Bakery, Desserts, Snacks",--,20 MINS,500 FOR TWO
1179,Dessertto Cakes & Ice Creams,"Desserts, Bakery, Ice Cream, Beverages, Sweets",3.8,25 MINS,400 FOR TWO
1180,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.2,20 MINS,200 FOR TWO
1181,Uncle's Chinese,"Chinese, Thai, Indonesian, Beverages, Desserts",4.2,36 MINS,450 FOR TWO
1182,Khan E Khas Restaurant & Catering Service,"Chinese, North Indian, Mughlai",4.1,20 MINS,300 FOR TWO
1183,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",4.4,23 MINS,500 FOR TWO
1184,Mad Momos,"Chinese, Tibetan, Nepalese, Beverages, Pizzas, Snacks",3.8,31 MINS,200 FOR TWO
1185,Big Daddy's,"American, Italian, Beverages",3.9,26 MINS,300 FOR TWO
1186,Oven Story Pizza,Pizzas,4.1,27 MINS,400 FOR TWO
1187,Spice Culture,"Chinese, North Indian, Biryani, Continental, Thai, Pizzas, Pastas",4.1,25 MINS,500 FOR TWO
1188,Modern Chinese Fast Food,Chinese,3.9,23 MINS,300 FOR TWO
1189,Sardarji's Paratha & Chaap House,"North Indian, Beverages",4.0,34 MINS,250 FOR TWO
1190,Subway,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.1,33 MINS,350 FOR TWO
1191,LunchBox - Meals and Thalis,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,22 MINS,200 FOR TWO
1192,Sweet Truth,"Bakery, Desserts",4.3,20 MINS,450 FOR TWO
1193,Marrakesh,"Lebanese, Arabian, Afghani, Mughlai, Mediterranean, Middle Eastern, North Indian...",3.9,31 MINS,350 FOR TWO
1194,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.3,28 MINS,400 FOR TWO
1195,Natural Ice Cream,"Ice Cream, Desserts",4.7,14 MINS,150 FOR TWO
1196,Punjab Grill,Indian,4.0,37 MINS,900 FOR TWO
1197,Lazeez by Hyderabadi Delicacies,"Biryani, Mughlai, Hyderabadi",4.0,27 MINS,450 FOR TWO
1198,Chopsticks Spice Malabar,North Indian,4.2,19 MINS,500 FOR TWO
1199,Chicking,"Snacks, Grill, Fast Food, American, Pizzas, Mexican, Beverages",--,26 MINS,399 FOR TWO
1200,Theobroma,"Bakery, Desserts",4.5,14 MINS,500 FOR TWO
1201,7th Heaven Cake Shop,"Bakery, Desserts",4.0,19 MINS,200 FOR TWO
1202,Pappe Di Chaap,"North Indian, Fast Food, Snacks",4.1,19 MINS,300 FOR TWO
1203,Shiv Sagar,"North Indian, South Indian, Chinese",4.2,22 MINS,400 FOR TWO
1204,SHAWARMA BITES,Arabian,4.3,18 MINS,300 FOR TWO
1205,Oh! Calcutta,Bengali,4.2,47 MINS,800 FOR TWO
1206,Pizza Hut,Pizzas,3.0,40 MINS,350 FOR TWO
1207,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.1,23 MINS,200 FOR TWO
1208,Mekong Folks,"Asian, Sushi, Seafood, Chinese, Beverages",4.4,21 MINS,650 FOR TWO
1209,The Momo Panda,"Chinese, Beverages",3.8,20 MINS,200 FOR TWO
1210,Falahaar,"Pizzas, Beverages, American",4.5,18 MINS,350 FOR TWO
1211,Hyderabadi Spice,"Biryani, Mughlai, North Indian, Chinese",4.1,26 MINS,500 FOR TWO
1212,Karolbaug,"Mughlai, North Indian, Chinese, Biryani",4.2,29 MINS,750 FOR TWO
1213,Abhiman Pure Veg,"North Indian, Chinese",4.1,24 MINS,450 FOR TWO
1214,Garwa Biryani,Biryani,3.5,23 MINS,300 FOR TWO
1215,Polka Dots,Indian,4.3,40 MINS,1100 FOR TWO
1216,Wake and Bake,"Desserts, Sweets",4.5,16 MINS,350 FOR TWO
1217,CLASICO DE CAFE,"Beverages, Burgers, Snacks",--,26 MINS,300 FOR TWO
1218,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,39 MINS,400 FOR TWO
1219,Natural Ice Cream,"Ice Cream, Desserts",4.8,23 MINS,150 FOR TWO
1220,Pizza Hut,"Pizzas, Fast Food",3.7,35 MINS,250 FOR TWO
1221,Nisarg,Coastal,4.5,42 MINS,1200 FOR TWO
1222,The Momo Panda,Tibetan,4.4,27 MINS,250 FOR TWO
1223,Giridhar,"North Indian, South Indian, Chinese, Snacks, Biryani",4.4,27 MINS,300 FOR TWO
1224,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",4.1,27 MINS,500 FOR TWO
1225,Sarjaa Restaurant & Bar,Indian,4.4,29 MINS,1100 FOR TWO
1226,Cafe StarBoy,"Chinese, Indian",--,22 MINS,300 FOR TWO
1227,FRIED CHICKEN DESTINATION,"American, Snacks",4.0,19 MINS,200 FOR TWO
1228,Natural Ice Cream,"Ice Cream, Desserts",4.7,16 MINS,150 FOR TWO
1229,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream",4.4,26 MINS,200 FOR TWO
1230,Subway,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,24 MINS,350 FOR TWO
1231,Green Food,"North Indian, South Indian, Chinese",4.3,18 MINS,400 FOR TWO
1232,Samudra Veg,"North Indian, Chinese, South Indian",4.4,24 MINS,450 FOR TWO
1233,Nimish Seafoods,Seafood,3.7,30 MINS,300 FOR TWO
1234,Lassi Wassi,"Lebanese, Beverages, Fast Food",4.5,25 MINS,150 FOR TWO
1235,Aroma's Hyderabad House,"Biryani, Mughlai, North Indian, Chinese",4.2,21 MINS,500 FOR TWO
1236,Chow Chow Chinese,Chinese,3.8,27 MINS,200 FOR TWO
1237,7th Heaven Cake Shop,"Bakery, Desserts",4.3,21 MINS,400 FOR TWO
1238,Pruthvi Vegetarianism,"North Indian, South Indian",4.4,24 MINS,450 FOR TWO
1239,Best Belgian waffle,"Desserts, Bakery, Beverages",4.2,25 MINS,250 FOR TWO
1240,Meal Bowl,"North Indian, Chinese",4.3,18 MINS,400 FOR TWO
1241,Chinese Karkhana,"Chinese, Tibetan, Healthy Food, Pan-Asian",4.1,31 MINS,200 FOR TWO
1242,Kok Pa Chinese,"Chinese, Asian",3.9,24 MINS,400 FOR TWO
1243,Chinese Wok,"Chinese, Asian, Tibetan, Desserts",3.9,27 MINS,300 FOR TWO
1244,FRIED CHICKEN DESTINATION,"American, Snacks",4.0,28 MINS,200 FOR TWO
1245,The Momo Panda,Tibetan,4.6,28 MINS,250 FOR TWO
1246,Subway,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,28 MINS,350 FOR TWO
1247,Samudra Veg,"North Indian, Chinese, South Indian",4.4,30 MINS,450 FOR TWO
1248,Best Belgian waffle,"Desserts, Bakery, Beverages",4.2,29 MINS,250 FOR TWO
1249,Nimish Seafoods,Seafood,3.7,31 MINS,300 FOR TWO
1250,Ganesh Bhel,Fast Food,4.6,21 MINS,300 FOR TWO
1251,Pruthvi Vegetarianism,"North Indian, South Indian",4.4,27 MINS,450 FOR TWO
1252,Chow Chow Chinese,Chinese,3.8,31 MINS,200 FOR TWO
1253,Potoba,"Maharashtrian, North Indian, Chinese",4.4,27 MINS,250 FOR TWO
1254,Hyderabadi Biryani Express,"Biryani, Chinese",3.2,23 MINS,250 FOR TWO
1255,Faasos - Wraps & Rolls,"Fast Food, North Indian, Street Food, Desserts",4.2,26 MINS,200 FOR TWO
1256,Shri Chaturshringi mata Snacks center,Indian,4.0,25 MINS,200 FOR TWO
1257,Bhujbal Bandhu Hotel Apulki - Karve Nagar ,Maharashtrian,4.1,35 MINS,400 FOR TWO
1258,KFC,"Burgers, Biryani, American, Snacks, Fast Food",4.0,28 MINS,400 FOR TWO
1259,CAD (M) CAD (B),"Beverages, Desserts, Fast Food",4.0,20 MINS,200 FOR TWO
1260,Chaitanya Paranthas,"North Indian, Punjabi, Chinese, Thalis, Beverages, Desserts",4.1,30 MINS,250 FOR TWO
1261,George Restaurant,"North Indian, Chinese, Biryani, Mughlai, Parsi",4.3,31 MINS,750 FOR TWO
1262,Garva Biryani,Biryani,3.8,20 MINS,300 FOR TWO
1263,aware Maratha khanawal,Maharashtrian,4.3,20 MINS,500 FOR TWO
1264,FRIED CHICKEN DESTINATION,"American, Snacks",4.0,29 MINS,200 FOR TWO
1265,MH 12 Pav Bhaji,"Snacks, Pizzas, Beverages, Street Food",4.2,26 MINS,250 FOR TWO
1266,Madinah,"Mughlai, North Indian, Chinese, Biryani",3.9,31 MINS,350 FOR TWO
1267,Samudra Veg,"North Indian, Chinese, South Indian",4.4,26 MINS,450 FOR TWO
1268,Vrudheshwar Pure Veg,North Indian,4.0,24 MINS,300 FOR TWO
1269,Thali Central,"North Indian, Kebabs, Biryani, Awadhi, Hyderabadi, Lucknowi, Mughlai, Desserts, ...",3.7,38 MINS,350 FOR TWO
1270,Hotel Ashirwad,"Maharashtrian, North Indian",4.3,24 MINS,200 FOR TWO
1271,MORESHWAR FOODEE CORNER,"Fast Food, Italian, Pizzas, Chinese, Indian, Pastas",4.0,29 MINS,350 FOR TWO
1272,Shahji's Parantha House (Laxmi Road),North Indian,4.3,31 MINS,400 FOR TWO
1273,M M Masura,"Maharashtrian, Indian",--,25 MINS,200 FOR TWO
1274,Natural Ice Cream,"Ice Cream, Desserts",4.6,21 MINS,150 FOR TWO
1275,Yin Yang Bistro,"Japanese, Asian",4.2,51 MINS,1200 FOR TWO
1276,Sweet Truth,"Bakery, Desserts",4.7,27 MINS,450 FOR TWO
1277,BOX8 - Desi Meals,"North Indian, Biryani, Thalis, Home Food",4.0,23 MINS,250 FOR TWO
1278,Sudit Su's Chinese,Chinese,4.2,43 MINS,350 FOR TWO
1279,Singhad Pure Veg,"Maharashtrian, South Indian, Indian",--,37 MINS,200 FOR TWO
1280,The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.4,29 MINS,250 FOR TWO
1281,Pruthvi Vegetarianism,"North Indian, South Indian",4.4,44 MINS,450 FOR TWO
1282,The Spice Delight,"Chinese, Snacks, Seafood, Kebabs",--,34 MINS,300 FOR TWO
1283,"Rajveer Kolhapuri Mutton Thali, Biryani and Kolhapuri Akkha Masoor","Maharashtrian, Indian",3.3,30 MINS,250 FOR TWO
1284,The Nutri Pro Kitchen,"Healthy Food, Salads, Juices, Continental, Indian",4.3,45 MINS,500 FOR TWO
1285,NH1 Bowls - Highway To North,"North Indian, Punjabi, Home Food",4.6,21 MINS,250 FOR TWO
1286,ZAZA 22 Spice Biryani,"Biryani, North Indian, Awadhi",--,26 MINS,250 FOR TWO
1287,Cit point Restaurant,"Chinese, Indian, Tandoor",3.0,28 MINS,300 FOR TWO
1288,Royal Multi-Cuisine,"North Indian, Chinese",4.4,30 MINS,300 FOR TWO
1289,Momo Lover,Chinese,3.8,30 MINS,200 FOR TWO
1290,Itminaan Matka Biryani - Slow Cooked,"Biryani, North Indian, Mughlai",3.3,37 MINS,250 FOR TWO
1291,Sujata Mastani,Desserts,4.4,22 MINS,200 FOR TWO
1292,George Restaurant,"North Indian, Chinese, Biryani, Mughlai, Parsi",4.3,29 MINS,750 FOR TWO
1293,Rajendra Paav Bhaji,"Street Food, Desserts",4.2,27 MINS,350 FOR TWO
1294,PK Mutton Bhakari,"Biryani, Thalis, Kebabs",4.0,33 MINS,400 FOR TWO
1295,Garvaa Biryani - Narayan Peth,Biryani,--,23 MINS,200 FOR TWO
1296,Natural Ice Cream,"Ice Cream, Desserts",4.6,21 MINS,150 FOR TWO
1297,FRIED CHICKEN DESTINATION,"American, Snacks",4.0,31 MINS,200 FOR TWO
1298,LunchBox - Meals and Thalis,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.1,25 MINS,200 FOR TWO
1299,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",4.4,27 MINS,500 FOR TWO
1300,Madinah,"Mughlai, North Indian, Chinese, Biryani",3.9,31 MINS,350 FOR TWO
1301,UNCLE'S CHINESE,"Chinese, Thai",4.3,32 MINS,450 FOR TWO
1302,Al Madina Biryani House,"Biryani, Chinese, North Indian, Mughlai, Beverages",3.5,29 MINS,200 FOR TWO
1303,The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",4.1,22 MINS,400 FOR TWO
1304,Masaledar Biryani House,"Biryani, Maharashtrian",3.7,24 MINS,500 FOR TWO
1305,Ramsar Bakery,"Bakery, Snacks, Desserts, Fast Food, Beverages, Indian, Street Food",4.2,20 MINS,300 FOR TWO
1306,SP's Biryani House,"Biryani, North Indian, Indian, Maharashtrian",4.1,27 MINS,900 FOR TWO
1307,Monginis,Bakery,3.4,-- MINS,250 FOR TWO
1308,Yellow Bucket Biryani	,Biryani,--,-- MINS,100 FOR TWO
1309,Chilly's Multicuisine Family Restaurant,Biryani,--,-- MINS,100 FOR TWO
1310,CAKE FANTASY,Bakery,--,21 MINS,400 FOR TWO
1311,Kd's cafe,"Italian-American, Fast Food, Beverages, Desserts",--,23 MINS,300 FOR TWO
1312,2 Eatly Cafe,"Desserts, Italian, Beverages",4.2,26 MINS,150 FOR TWO
1313,Cafe Richie Rich Rolls and Chinese,"Chinese, Biryani, Beverages",4.0,21 MINS,200 FOR TWO
1314,Biryani xpress,"Indian, Biryani, Beverages",4.0,24 MINS,200 FOR TWO
1315,PizzaTown Cafe,Pizzas,--,29 MINS,600 FOR TWO
1316,Cafe Delight,"Chinese, South Indian, North Indian, Desserts",4.1,27 MINS,250 FOR TWO
1317,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",4.5,17 MINS,150 FOR TWO
1318,Tatva,"North Indian, Punjabi, Fast Food, Chinese",4.2,34 MINS,450 FOR TWO
1319,Tulsi Pure Veg,"North Indian, Indian, Chinese, South Indian, Snacks",3.6,40 MINS,200 FOR TWO
1320,Wanderlust Bistro,"Continental, Italian",4.2,29 MINS,200 FOR TWO
1321,AGGARWAL'S Food,"North Indian, Chinese, South Indian",4.3,36 MINS,250 FOR TWO
1322,Delhi Darbaar,"North Indian, Biryani, Snacks, Beverages",3.3,26 MINS,400 FOR TWO
1323,Dragon Inn chinese,Chinese,2.8,21 MINS,100 FOR TWO
1324,PS CHINESE,Chinese,3.8,23 MINS,200 FOR TWO
1325,KGN Xprs,North Indian,3.6,22 MINS,500 FOR TWO
1326,The Bengal Kitchen,Bengali,4.1,-- MINS,400 FOR TWO
1327,Mumbai Wala Burger,"Fast Food, Snacks, Beverages",--,-- MINS,250 FOR TWO
1328,Hello Home (Veg),"Indian, Beverages",--,-- MINS,200 FOR TWO
1329,NOTO - Healthy Ice Cream,"Desserts, Ice Cream",--,-- MINS,250 FOR TWO
1330,Kokan King,"Biryani, Juices",--,-- MINS,200 FOR TWO
1331,FOODPECKER,"Indian, Snacks",--,-- MINS,300 FOR TWO
1332,Indori Swaad,"Snacks, Indian",--,-- MINS,100 FOR TWO
1333,Mayur Misal,"Street Food, Snacks, Desserts",3.8,-- MINS,200 FOR TWO
1334,NAADBRAMHA IDLI,South Indian,4.0,-- MINS,100 FOR TWO
1335,Anna Vanna,South Indian,--,-- MINS,100 FOR TWO
1336,R.K's Kitchen,Indian,--,56 MINS,200 FOR TWO
1337,HOTEL ANNAPURNA,"North Indian, Biryani",3.7,55 MINS,100 FOR TWO
1338,Shawarma Street,"Arabian, Snacks",--,50 MINS,400 FOR TWO
1339,Food Mohalla,Pizzas,3.7,48 MINS,400 FOR TWO
1340,McDonald's,"Burgers, Beverages, Cafe, Desserts",4.2,46 MINS,400 FOR TWO
1341,Cafe Delight,"Chinese, South Indian, North Indian, Desserts",4.1,47 MINS,250 FOR TWO
1342,Friends Point,"Chinese, Biryani",--,47 MINS,200 FOR TWO
1343,Al-Baik,Chinese,--,51 MINS,200 FOR TWO
1344,Grill & Chill,"Grill, Fast Food, Beverages",--,45 MINS,300 FOR TWO
1345,Kesar Restaurant,"North Indian, Chinese, South Indian",3.2,45 MINS,500 FOR TWO
1346,Frozen Treats,Ice Cream,--,48 MINS,160 FOR TWO
1347,HOTEL S 9,"Chinese, Indian",--,47 MINS,200 FOR TWO
1348,VRUNDAVAN RESTAURANT,"Indian, Snacks, Chinese",--,45 MINS,300 FOR TWO
1349, Araha's Homemade,South Indian,--,-- MINS,300 FOR TWO
1350,Udupi Lunch Home & Resto Bar,"North Indian, Chinese, Seafood, Indian",--,26 MINS,800 FOR TWO
1351,Royal Castle,Indian,4.2,26 MINS,200 FOR TWO
1352,Subway,"Healthy Food, Salads, Fast Food",3.8,36 MINS,300 FOR TWO
1353,Nayab,North Indian,--,18 MINS,300 FOR TWO
1354,Domino's Pizza,Pizzas,4.2,30 MINS,400 FOR TWO
1355,Kolhapuri Zanzanit Pahunchar,"Maharashtrian, Indian, Thalis",3.9,31 MINS,300 FOR TWO
1356,NIC Ice Creams,"Ice Cream, Desserts",4.6,20 MINS,120 FOR TWO
1357,KFC,"Burgers, Biryani, American, Snacks, Fast Food",3.7,32 MINS,400 FOR TWO
1358,Hotel Shreenidhi,Indian,3.8,34 MINS,250 FOR TWO
1359,Food At Night,"Biryani, North Indian, Mughlai",3.3,19 MINS,300 FOR TWO
1360,Rollzy,Indian,--,24 MINS,300 FOR TWO
1361,GANGOTRI,"Kebabs, Biryani, Tandoor, North Indian, Grill",4.0,32 MINS,400 FOR TWO
1362,Pathik Biryani House.,"North Indian, Biryani",4.2,24 MINS,500 FOR TWO
1363,KNS,"Fast Food, Italian, Pizzas, Beverages",4.4,27 MINS,250 FOR TWO
1364,Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.7,43 MINS,600 FOR TWO
1365,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",4.5,16 MINS,300 FOR TWO
1366,La Cheezy,"Pizzas, Italian, American, Beverages",--,47 MINS,250 FOR TWO
1367,Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",4.0,43 MINS,200 FOR TWO
1368,Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",4.3,45 MINS,400 FOR TWO
1369,The Waffle Jar,"Desserts, Beverages",--,41 MINS,200 FOR TWO
1370,Faasos' Signature Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",4.2,43 MINS,350 FOR TWO
1371,Duniyadari chinese,Chinese,--,44 MINS,350 FOR TWO
1372,Pinaz Chocolate,Desserts,--,44 MINS,350 FOR TWO
1373,LAKSHMI FOOD,"Thalis, Biryani, Maharashtrian, North Indian, Punjabi, Indian, Chinese",3.8,58 MINS,350 FOR TWO
1374,Hotel Samruddhi,Maharashtrian,4.0,47 MINS,500 FOR TWO
1375,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",4.7,39 MINS,200 FOR TWO
1376,Yaaris Cafe,"Cafe, Burgers, Fast Food, Snacks",--,40 MINS,499 FOR TWO
1377,ShakeZone,Beverages,--,44 MINS,200 FOR TWO
1378,Green 9 Restaurant,"Continental, Italian, North Indian, Chinese, Indian",4.1,40 MINS,400 FOR TWO
1379,Rolls Mania,North Indian,4.2,44 MINS,200 FOR TWO
1380,Tasty Thalis,"North Indian, Chinese, Thalis",3.2,46 MINS,400 FOR TWO
1381,Caffe & Te - All Day Cafe,"Pizzas, Beverages, Continental",4.1,47 MINS,350 FOR TWO
1382,The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.9,20 MINS,250 FOR TWO
1383,Krishna Pure Veg,"Chinese, North Indian, Indian, Punjabi, Tandoor, Beverages",4.1,20 MINS,250 FOR TWO
1384,Sassy Teaspoon,Desserts,4.5,21 MINS,800 FOR TWO
1385,LunchBox - Meals and Thalis,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,20 MINS,200 FOR TWO
1386,The Blue Plate,"Continental, European",4.3,35 MINS,400 FOR TWO
1387,KFC,"Burgers, Biryani, American, Snacks, Fast Food",4.0,32 MINS,550 FOR TWO
1388,NIC Ice Creams,"Ice Cream, Desserts",4.7,22 MINS,120 FOR TWO
1389,Pune 27 chinese corner,Chinese,--,19 MINS,200 FOR TWO
1390,Sweet Truth - Cake and Desserts,"Bakery, Desserts",4.2,19 MINS,450 FOR TWO
1391,ROLL OVER BIRYANI,"Biryani, Beverages",3.7,37 MINS,300 FOR TWO
1392,The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream, Healthy Food",--,18 MINS,200 FOR TWO
1393,The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",4.0,19 MINS,400 FOR TWO
1394,Theobroma,"Bakery, Desserts",4.5,25 MINS,500 FOR TWO
1395,ZAKKAS BIRYANI,Biryani,--,17 MINS,300 FOR TWO
1396,Sadhanas kitchen,"South Indian, Thalis",4.0,29 MINS,240 FOR TWO
1397,Baskin Robbins,"Desserts, Ice Cream",3.8,16 MINS,250 FOR TWO
1398,Sanvi Chinese & Ice-cream,"Chinese, Ice Cream",--,43 MINS,150 FOR TWO
1399,PS CHINESE,Chinese,3.8,40 MINS,200 FOR TWO
1400,Bageecha Resort,"North Indian, Indian",3.2,42 MINS,300 FOR TWO
1401,Cake And Celebration,"Desserts, Bakery",4.2,35 MINS,150 FOR TWO
1402,Cafe TTMM,"Fast Food, Beverages",3.9,48 MINS,150 FOR TWO
1403,KELVIN 77,"Desserts, Beverages",3.9,42 MINS,200 FOR TWO
1404,Roll Xpress ,"Chinese, Continental, Snacks, Beverages",4.0,42 MINS,100 FOR TWO
1405,Jumboking Indian Burger,"Indian, Beverages, American, Mexican, Healthy Food, Snacks",3.5,38 MINS,150 FOR TWO
1406,Gurudatta chinese ,Chinese,--,43 MINS,200 FOR TWO
1407,Khavaiye,"Fast Food, Chaat, Pizzas, Beverages",--,49 MINS,300 FOR TWO
1408,Good luck cafe,"North Indian, Kebabs, Snacks",3.9,41 MINS,300 FOR TWO
1409,Dream Lunch Box,"South Indian, Tandoor, Thalis",3.8,49 MINS,350 FOR TWO
1410,Thorat s Baarbeque Misal and Pavbhaji,"Snacks, Beverages",3.7,40 MINS,200 FOR TWO
1411,Shawarma Street,"Arabian, Snacks",--,45 MINS,400 FOR TWO
